9d64cf6a-c3c3-40bc-924c-4dcd196d0502,Carolina Borer,1,Zimbabwe
6cd962c2-1c05-422d-9ecb-a92160bc8534,Breana Goldner,1,Slovakia
756fbe1a-b1cc-4b53-93bf-e04080badd9e,Ettie Schiller,0,Gabon
3828858c-aafa-484e-aa35-0570aacab28d,Celestino Nienow,1,Suriname
ab94906d-7759-409f-85b4-5a4913830684,Lorenza Stehr,1,French Polynesia
fb308606-4647-4c1b-86ab-6cf53e0b644e,Leilani Baumbach,0,Chile
adb17cbf-42e8-4975-a909-e03f3c7875c5,Lupe Gerlach,0,Libya
1c2840b2-ba83-471c-9938-6cadb9ff547d,Alexandria Schaefer,1,Switzerland
386ba0b5-a590-4fb2-beb3-0fdc607d924b,Estefania Grant,1,India
3feb6738-26bd-4681-a648-0d3f30491664,Verna Block,0,Albania
a9f273dc-59fa-4f2f-99d1-ba697f5bfd3f,Narciso Cummerata,1,Iceland
73d8435a-2f6b-47bc-be30-26375b12d803,Abigail Homenick,0,Mauritius
8b2be0f2-e99a-4471-9abf-37d82cf2de7a,Michaela Zemlak,1,Chad
62f1b615-710d-4a9e-a276-ec064c9d973f,Jordon Hirthe,0,Bahrain
3e9caad1-9fc4-437e-af31-9d02694c6089,Darby Cremin,0,Germany
ebc0adff-6531-4387-a1d6-990945cf7730,Jefferey Bergnaum,1,Nicaragua
93f358ed-c8ec-4912-a60a-28d150352081,Britney Deckow,1,Iceland
3328fd61-267d-481f-8bf5-af0c7803efd9,Julian Medhurst,0,Holy See
65f06b62-e04a-4774-85e2-4b3a1077b80a,Ludie Monahan,1,Costa Rica
ee3e4775-8927-49b9-90ed-be06391b1ccf,Eladio Kilback,1,Iraq
496030fa-1150-4794-adfa-9deab9209d02,Sister Stoltenberg,0,Slovakia
e18903b1-fd85-4bc8-95e7-a175da316376,Emelie Becker,0,Kuwait
813426db-cf3e-455f-9c17-0b60fcf7a526,Jaime Schuster,1,Kiribati
973f5bbd-7690-4a95-86b5-48a75ba06e79,Macie Powlowski,1,Ghana
75739147-f4b5-4de4-9e12-859a19715403,Amaya Monahan,0,Bermuda
7f43e484-3252-4055-9f1f-0e86ad8918c6,Milan Runolfsson,1,Fiji
f5dfc02d-ed23-45fa-809b-a73fbadcae0e,Caleigh Cassin,0,Isle of Man
71cbb15c-abf2-49e0-882c-b6d371b9294c,Lorenzo Skiles,1,Seychelles
30be2f34-3564-4270-b0da-0c4e96ac5017,Terrill Rosenbaum,0,Holy See
ad1def0b-1b4d-4c0c-acc5-255f9242f753,Theresia Daniel,0,Cuba
4a156fe5-d6f7-4b3b-a8ab-30df46257562,Keira Mann,0,Brunei Darussalam
7b78eda8-ca40-4e01-b5b0-9ff64adbc4ea,Bryce Will,1,Martinique
e2c937af-35be-4a2e-9308-354d2cace83e,Hattie Hilpert,0,Armenia
3208be5f-5d90-4405-b5a0-10bfc1071717,Cameron Metz,1,Ethiopia
065060b1-9e3a-4a77-94ae-fd7251f75614,Jameson Marks,1,Somalia
4a6446e0-8c3b-4236-bbf1-ce8d61f9a6f5,Liam Rolfson,0,Germany
eb354916-eca2-40d5-bd56-9e619bf8c3a4,Maudie Bauch,1,Madagascar
88aa644f-e4f9-4d2f-981c-84e20af9c54d,Jayce Oberbrunner,1,Morocco
cb52552d-707c-4ff0-92c3-2e0c7acde0e0,Davion McDermott,0,Congo
63b11ae4-79cc-4c26-8685-624ccca0f488,Rowena Price,1,"Korea, Republic of"
b078d4df-3ed0-4ea7-acc1-dedcaeb9b5d1,Kaela Ledner,0,New Caledonia
3b77f9d4-8d3d-4cbf-9240-759bbe94e4a5,Jordi Schinner,1,Liberia
02fcc487-c32a-4061-8f72-8b15f84e5496,Charlie Johnson,0,Monaco
cc9845a8-5c3a-4b05-a470-2e78e67a40ba,Sebastian Nikolaus,1,Maldives
e237b303-fe66-4ef8-a21f-3dd41023d5d1,Caleigh Predovic,0,Uganda
13569b2a-7eb4-4153-95ab-31df708a0696,Maritza Gislason,1,Turks and Caicos Islands
add2cf82-c5bb-43d1-ac8e-c90e7a866250,Wade Lockman,0,South Sudan
252ad6e6-7f64-4904-b9d7-27aa6a446d45,Aubrey Blick,0,Gibraltar
36f52c7e-af37-46c6-a1ae-2ea5bee69910,Ashtyn Hagenes,0,Virgin Islands (British)
d9abc3a3-ab25-473c-8359-1192e06002d2,Karine Goldner,1,United Kingdom of Great Britain and Northern Ireland
59d91216-99e9-4b73-97a1-d2c1a67fe077,Elinor Kunze,1,Virgin Islands (U.S.)
2060d2fc-3123-477a-bf91-9b26ddb618e7,Chelsea Jakubowski,0,Cuba
9dae7c50-6031-45d7-b2ac-d6a386300e90,Allison Wintheiser,1,Suriname
022fcafd-70c4-41d8-ab95-97763bbfa8cd,Linda Torp,0,Algeria
a9ceb3b3-8c82-47d9-a691-68207d5eb0c6,Nyah Kreiger,0,South Sudan
e09b392f-09fc-4f9a-8de2-5239d9025228,Calista Terry,1,Tuvalu
5b94cc2a-797c-41b5-854c-4637affdcf99,Deon Quitzon,1,Marshall Islands
95f0636a-0e89-4c73-9d79-32c8353b1414,Lonzo Johnston,1,Saint Vincent and the Grenadines
109afd63-3d6f-454e-9bef-0fb6619c3dfb,Ana Waters,1,San Marino
080fabe2-4135-4774-aec2-c43431e17182,Cristian Huels,0,Morocco
6ebb5132-f6b2-4525-871c-f602eded26df,Archibald Swift,0,Iceland
da034baf-d3f5-4af5-b104-2cbe42cf0f80,Yesenia Hoeger,0,Djibouti
9fcc5682-3187-44dd-9741-8eb4aa387a73,Tabitha Kuhn,0,Seychelles
bca75063-f17e-4744-a107-b33d292ec00d,Myrtie Satterfield,1,Central African Republic
a1a9e5fd-13f0-4e32-a5b3-0b5aa0c9f8ba,Keaton Stark,1,Bangladesh
309e35c0-f19f-47ca-bfef-0cd2388e2e3a,Danny Schaden,0,Romania
e9d1373f-2c2d-4247-ab4d-e742888b22eb,Miller Quitzon,0,Korea (Democratic People's Republic of)
ccb82474-4f61-4ef0-b30d-e66020d2e49f,Aliyah Steuber,0,Namibia
dbbf8d9d-d0df-4ebb-b447-dd179507e077,Kayli Crist,0,Aruba
d8da1d6a-8e8e-4a58-b413-6abf0cabcacb,Cleo Langosh,1,Norfolk Island
fa0d2440-d953-4d76-9f79-65d23069923d,Einar Raynor,1,Dominican Republic
666e625a-3738-41f1-9260-b99360b6523b,Kiarra Hackett,0,Côte d'Ivoire
f6bccb04-329b-4921-b87c-4dbb47b29700,Dalton Denesik,0,Cayman Islands
83462b43-e245-4479-910a-2a41548efb0f,Arjun Hessel,0,Wallis and Futuna
f21746fe-80d0-4f6d-b1ed-2958efdd755d,Aida Kutch,0,Finland
3d40c772-89d5-4305-b342-4646b7f7b6e7,Missouri Hane,0,Venezuela (Bolivarian Republic of)
efad81e0-ce47-4af7-9d94-de070e5972db,Georgette Hilll,0,Greece
63d4d8fd-8735-42ee-a01b-619017770411,Adonis Lakin,0,Chile
4edd170e-c195-4b6d-ab38-b39f9a4969e5,Torey Ullrich,0,Saint Lucia
c944a629-7695-498d-b767-5c85d51d05a4,Tyra Von,1,Austria
c709fb22-c352-4374-a351-7aafb71511d8,Miles Hand,0,Nicaragua
1bb0755d-057d-40b5-9546-e88b4f52c4d2,Tiana Homenick,0,Malaysia
3dc10ce2-41e8-4610-bd40-6579a5fe7a5b,Herta Boyer,1,Germany
f35abe47-6250-410e-9ffe-0418e771af49,Guadalupe Blick,0,Belgium
3cbfa945-3874-493d-957b-9b1f02902be4,Kayleigh Leuschke,0,Niger
778de527-243f-4311-b2e0-46805f8fb992,Sedrick Weber,1,Gabon
c2b36cbf-d0ec-415a-814b-c1e885841b30,Eliza Gutkowski,0,Chad
4617fbf3-ef25-441e-862b-bc2312598251,Collin Padberg,0,Eswatini
83aaf845-0505-4f18-8558-08950b32fd09,Chance Kozey,0,Bolivia (Plurinational State of)
0ae84022-9368-4589-b8f8-8167e0c095ae,Gracie Pouros,0,Haiti
a4afab3e-a850-45f4-b4e2-436cff3a19f8,Breanna Bailey,1,Andorra
0151b202-2795-426b-aaa5-3599a1aeca9e,Dante Koch,0,Eritrea
e1db81bc-b896-4487-99bd-43ead64a86fb,Nathaniel Russel,0,Antigua and Barbuda
55781b07-ef91-48c8-9faa-27a5fb6b03dc,Alanna Reichel,0,New Zealand
6a419c8d-e249-4dca-bf88-2316f5b731a4,John Ward,1,New Zealand
95572f01-50d1-4a8b-96e6-c6794157ed98,Desiree Bednar,0,"Bonaire, Sint Eustatius and Saba"
5bdfa6bd-b153-4f82-abcc-790c15d62b2b,Aniya Armstrong,1,Mauritius
b9900cdf-a3bc-4cdb-94ef-8db9a3063628,Trever Yost,1,Brunei Darussalam
31371f11-b68e-42c1-982b-5c6d5ab8046e,Susie Ferry,1,French Southern Territories
88d46380-a1e8-4bd0-98a1-38d51416eeab,Jennifer Fadel,1,Libya
6c08269f-e8ef-4fde-b70a-20b344da66c5,Paolo Kub,0,Spain
52390cd1-b00d-456d-9a3e-b8d3778eb82a,Leann Auer,0,Dominican Republic
c2f9034a-32d0-4077-84da-619902e5660d,Paige Gutkowski,0,Sint Maarten (Dutch part)
eabc0ffc-ef45-4822-9a13-a258c4775d60,Nayeli Brown,1,Åland Islands
272125d2-b942-4789-8cff-c8bf572f6a65,Ebony Beahan,0,"Tanzania, United Republic of"
732b8877-8cfb-429f-99fa-f7b9b098b80f,Keegan Hickle,1,Costa Rica
6c5affbf-552e-4bd4-bb7b-3e13994b9802,Bettie Becker,1,Burkina Faso
179636de-7a85-489c-828a-9436705db5e7,Ryleigh Ruecker,1,Lesotho
c638d3fc-7619-40bb-81df-6c735cb25d39,Samara Mosciski,0,Bhutan
6b8a8545-0832-440a-9fef-fda7257c3c0c,Delilah Schuppe,1,Turks and Caicos Islands
33b86e34-b323-443b-b58f-c23a090dcfe4,Favian Bartell,0,Senegal
5c37663e-d752-4a1f-9b14-c0d046717af8,Stephen Stokes,1,Italy
4b24706c-9f8f-4749-bdb9-2c7f1f5e58f5,Letitia Dickens,1,Sao Tome and Principe
68e75a62-ee8b-4412-9447-636e9a4e53ed,Adan Cronin,0,Turkmenistan
b32d6e11-fe4a-4abe-8a53-55c73e1f0062,Major Roob,0,Svalbard and Jan Mayen
31289516-418f-4c24-a5ae-1c210e4eabee,Hailie Kiehn,1,Venezuela (Bolivarian Republic of)
6aa09801-1b4a-450d-bc0d-f478234a8035,Lucius McCullough,1,Mozambique
f99b7abc-bc35-47b9-b359-f79c707f08f2,Velma Murray,0,French Guiana
b180905f-af90-411c-8ae8-4c5394ddfea0,Giovanna Rutherford,0,Philippines
7a644be4-4413-4739-8e1b-fbe35bcdccc5,Hudson Crona,1,Virgin Islands (British)
f2e9739b-5066-4ce3-9799-4a4c006cb41b,Finn Daugherty,0,Finland
d4dedf8a-faa8-44de-b489-ba0ba18edd62,Emelia Fritsch,1,Nauru
9df01a68-4f5e-44dc-9705-08f3f4de2960,Macy Towne,1,Jamaica
31757306-0dc8-4ccd-a79b-e402b87319d0,Brittany Monahan,1,French Guiana
3a7bb1ee-75e9-441f-b725-339c9cbd8eb6,Loren Lynch,1,Sweden
b67ed7fb-74d9-4382-930a-82e79d4ec363,Gerard Ondricka,1,Timor-Leste
47a3141c-2776-4fee-889c-a356a5c210f6,Audreanne Ankunding,0,Guyana
631f5441-299b-4721-b7af-6009d41a49ec,Vena Torp,1,Finland
cabf579a-49e4-4320-99b4-de3f71bb2b38,Mafalda Veum,1,Anguilla
94fb3879-af74-45af-849a-4b7ce4352a0a,Franco Durgan,1,Heard Island and McDonald Islands
105b3706-021f-47a6-97af-ad80d1d687fc,Brain Padberg,0,Anguilla
d8f12e03-db39-4a8b-9b76-81789be635a1,Sven Hilll,1,Spain
c8f4294d-4209-4828-839d-d21d22de602e,Emanuel Lehner,1,Eritrea
6f814013-3f58-485b-9cc6-ac8ff1edde1c,Kole Willms,1,Dominican Republic
6b0be1bc-2733-4f0f-86b5-26aa24a20b3e,Fred Bins,0,Suriname
f84b6d2b-7a9c-4f02-ad93-e27e60e6d91c,Zakary Gislason,0,Norway
66e52170-2f9d-4111-b961-2ac013b2731e,Flavie Tromp,1,Saint Martin (French part)
e6a98922-5ec9-4eb8-8d7e-f22239eeb994,Maritza Mayert,0,Cook Islands
f4f57cfa-1648-4dbd-b90f-49d88d8a9efe,Glen Yundt,1,Bahamas
ef688f9a-2a94-4518-a581-102bcbbf0d04,Rosalia Oberbrunner,1,Gambia
48460e40-862d-4203-9201-a7c16b5f325e,Magdalena Jacobson,0,Tajikistan
9d2ed390-2033-45b1-8d54-757a5b53ca4f,Waylon Hackett,1,Bulgaria
fca2f1b0-4069-4794-b363-d40bf152a4c3,Alverta Breitenberg,1,Sao Tome and Principe
a92a5722-524d-4db3-afdb-52c60c02bf7d,Frances Heidenreich,0,Western Sahara
7d354305-c52b-41f2-bc28-cc20548f56b3,Izabella Willms,1,Christmas Island
dce36553-4c5b-4273-9269-4c2a23ec18cf,Roxane Grady,1,Lebanon
a01181f2-762f-4f49-8502-2cae10fc788f,Raheem Rosenbaum,0,Samoa
e9dcddd7-1a84-45bd-9d47-904a5adcfd44,Darrel Emard,1,Azerbaijan
485dc6c2-d887-4dad-a79c-f60fb2a752f1,Armando Goodwin,0,Lesotho
f3aa1641-abef-4414-ad89-dbc019bfc71f,Shanon Dickens,0,Antarctica
97c96d0f-ed73-4a3a-9116-79cc58bf9c9c,Melissa Buckridge,1,New Caledonia
d15c7b14-c359-4913-b382-adb63cfbe918,Derek Zulauf,0,Rwanda
1547870b-9115-4194-b1f4-151c4f78f46e,Alessandro Monahan,0,Cayman Islands
6296e6b6-af50-4da5-84b9-12dc604d4328,Amir Cormier,1,Nauru
c8844132-e549-4274-821c-0dabefb3756b,Lauretta Thiel,1,Dominica
4cd5a8cf-c104-4c19-a03a-c1419ec76099,Roberta Heaney,0,Christmas Island
1cb4bee9-0b17-4afc-ad40-cc509b2cc696,Caroline Anderson,0,Bolivia (Plurinational State of)
e97e7058-2e13-4457-940a-95deabca1a14,Alysa Harvey,0,Iraq
337a8dde-adfa-4072-aef7-8dc39d68dca3,Daisy Waters,1,Eritrea
0e9d525d-1a97-4a63-a6fe-e1bcf20a57d5,Eliezer Thiel,1,Cayman Islands
353a9ecf-4c91-459f-9eda-91121c9fe680,Kennedy Franecki,0,Northern Mariana Islands
